,species,from,date,qty,1kg price,year,month,day
18187,(선)삼치,부산(기장),2008.11.26,2704.0,2037.5,2008,11,26
18188,(선)삼치,여수,2008.11.26,32.0,1412.5,2008,11,26
18189,(선)삼치,여수,2008.11.26,296.0,1250.0,2008,11,26
18190,(선)삼치,여수,2008.11.26,72.0,1875.0,2008,11,26
18191,(선)삼치,여수,2008.11.26,1280.0,950.0,2008,11,26
18192,(선)삼치,삼천포,2008.11.26,416.0,2125.0,2008,11,26
18195,(선)삼치,여수,2008.11.26,80.0,1875.0,2008,11,26
18196,(냉)삼치,부산(기장),2008.11.26,3330.0,2000.0,2008,11,26
18198,(선)삼치,삼천포,2008.11.27,2288.0,1375.0,2008,11,27
18199,(선)삼치,여수,2008.11.27,1256.0,1450.0,2008,11,27
18200,(선)삼치,부산(기장),2008.11.27,8.0,625.0,2008,11,27
18203,(선)삼치,부산(기장),2008.11.27,4984.0,1812.5,2008,11,27
18204,(선)삼치,부산(기장),2008.11.27,15.0,333.33,2008,11,27
18205,(선)삼치,여수,2008.11.27,40.0,1300.0,2008,11,27
18206,(선)삼치,삼천포,2008.11.27,50.0,4500.0,2008,11,27
18207,(선)삼치,남해,2008.11.27,96.0,1250.0,2008,11,27
18209,(선)삼치,삼천포,2008.11.27,224.0,1500.0,2008,11,27
18210,(선)삼치,여수,2008.11.27,160.0,1750.0,2008,11,27
18212,(선)삼치,강구,2008.11.27,18.3,4300.0,2008,11,27
18214,(선)삼치,부산(기장),2008.11.27,32.0,1000.0,2008,11,27
18217,(선)삼치,여수,2008.11.27,440.0,1587.5,2008,11,27
18218,(선)삼치,삼천포,2008.11.27,912.0,1000.0,2008,11,27
18219,(선)삼치,삼천포,2008.11.27,920.0,1000.0,2008,11,27
18221,(선)삼치,통영,2008.11.27,272.0,1125.0,2008,11,27
18223,(선)삼치,여수,2008.11.27,648.0,1712.5,2008,11,27
18224,(선)삼치,통영,2008.11.27,168.8,4100.0,2008,11,27
18225,(선)삼치,여수,2008.11.27,1590.0,666.67,2008,11,27
18226,(선)삼치,남해,2008.11.27,16.0,1250.0,2008,11,27
18227,(선)삼치,포항,2008.11.27,2136.0,1437.5,2008,11,27
18228,(선)삼치,남해,2008.11.27,224.0,1250.0,2008,11,27
18229,(선)삼치,부산(기장),2008.11.27,8.0,1250.0,2008,11,27
18230,(선)삼치,부산(기장),2008.11.27,29.0,5000.0,2008,11,27
18231,(선)삼치,강구,2008.11.27,1296.0,1062.5,2008,11,27
18232,(선)삼치,포항,2008.11.27,10.0,3500.0,2008,11,27
18233,(냉)삼치,부산(기장),2008.11.27,850.0,1764.71,2008,11,27
18234,(냉)삼치,마산,2008.11.27,102.0,2158.82,2008,11,27
18235,(냉)삼치,마산,2008.11.27,204.0,3300.0,2008,11,27
18236,(냉)삼치,부산(기장),2008.11.27,102.0,1470.59,2008,11,27
18239,(선)삼치,삼천포,2008.11.28,184.0,1875.0,2008,11,28
18240,(선)삼치,삼천포,2008.11.28,56.0,2500.0,2008,11,28
18241,(선)삼치,삼천포,2008.11.28,30.0,1500.0,2008,11,28
18242,(선)삼치,삼천포,2008.11.28,70.0,3000.0,2008,11,28
18243,(선)삼치,포항,2008.11.28,9.6,5500.0,2008,11,28
18244,(선)삼치,남해,2008.11.28,144.0,1500.0,2008,11,28
18245,(선)삼치,여수,2008.11.28,130.0,2000.0,2008,11,28
18246,(선)삼치,부산(기장),2008.11.28,60.0,300.0,2008,11,28
18247,(선)삼치,부산(기장),2008.11.28,1864.0,1587.5,2008,11,28
18248,(선)삼치,여수,2008.11.28,84.0,1666.67,2008,11,28
18249,(선)삼치,부산(기장),2008.11.28,16.0,875.0,2008,11,28
18250,(선)삼치,남해,2008.11.28,8.0,1500.0,2008,11,28
18251,(선)삼치,삼천포,2008.11.28,240.0,3000.0,2008,11,28
18252,(선)삼치,부산(기장),2008.11.28,43.4,4700.0,2008,11,28
18253,(선)삼치,부산(기장),2008.11.28,30.0,1000.0,2008,11,28
18254,(선)삼치,포항,2008.11.28,768.0,1250.0,2008,11,28
18255,(선)삼치,여수,2008.11.28,15.0,200.0,2008,11,28
18256,(선)삼치,강구,2008.11.28,152.0,1500.0,2008,11,28
18257,(선)삼치,남해,2008.11.28,80.0,1500.0,2008,11,28
18258,(선)삼치,통영,2008.11.28,299.9,3800.0,2008,11,28
18259,(선)삼치,삼천포,2008.11.28,48.0,2500.0,2008,11,28
18260,(선)삼치,여수,2008.11.28,184.0,1000.0,2008,11,28
18262,(선)삼치,부산(기장),2008.11.28,8.0,875.0,2008,11,28
18263,(냉)삼치,마산,2008.11.28,306.0,3623.53,2008,11,28
18264,(냉)삼치,마산,2008.11.28,833.0,2747.06,2008,11,28
18266,(선)삼치,삼천포,2008.11.29,632.0,1875.0,2008,11,29
18267,(선)삼치,여수,2008.11.29,400.0,1500.0,2008,11,29
18268,(선)삼치,삼천포,2008.11.29,80.0,2750.0,2008,11,29
18269,(선)삼치,삼천포,2008.11.29,256.0,5000.0,2008,11,29
18271,(선)삼치,남해,2008.11.29,16.0,625.0,2008,11,29
18272,(선)삼치,삼천포,2008.11.29,25.0,3800.0,2008,11,29
18273,(선)삼치,부산(기장),2008.11.29,1560.0,1712.5,2008,11,29
18275,(선)삼치,여수,2008.11.29,832.0,1612.5,2008,11,29
18276,(선)삼치,삼천포,2008.11.29,24.0,2750.0,2008,11,29
18277,(선)삼치,삼천포,2008.11.29,250.0,3000.0,2008,11,29
18278,(선)삼치,삼천포,2008.11.29,248.0,1625.0,2008,11,29
18279,(선)삼치,부산(기장),2008.11.29,124.5,3600.0,2008,11,29
18280,(선)삼치,남해,2008.11.29,24.0,1250.0,2008,11,29
18281,(선)삼치,포항,2008.11.29,872.0,1000.0,2008,11,29
18282,(선)삼치,남해,2008.11.29,8.0,625.0,2008,11,29
18283,(선)삼치,삼천포,2008.11.29,384.0,2750.0,2008,11,29
18284,(선)삼치,여수,2008.11.29,432.0,1875.0,2008,11,29
18288,(선)삼치,여수,2008.11.29,43.0,2800.0,2008,11,29
18289,(선)삼치,여수,2008.11.29,1272.0,1387.5,2008,11,29
18290,(냉)삼치,마산,2008.11.29,1700.0,3000.0,2008,11,29
18291,(냉)삼치,마산,2008.11.29,3876.0,2835.29,2008,11,29
18295,(선)삼치,여수,2008.12.01,150.0,1200.0,2008,12,01
18296,(선)삼치,포항,2008.12.01,12.8,5000.0,2008,12,01
18297,(선)삼치,여수,2008.12.01,330.0,1270.0,2008,12,01
18298,(선)삼치,여수,2008.12.01,820.0,1070.0,2008,12,01
18299,(선)삼치,삼천포,2008.12.01,37.5,4500.0,2008,12,01
18300,(선)삼치,여수,2008.12.01,300.0,1300.0,2008,12,01
18301,(선)삼치,부산(기장),2008.12.01,60.0,1300.0,2008,12,01
18302,(선)삼치,삼천포,2008.12.01,760.0,1200.0,2008,12,01
18303,(선)삼치,남해,2008.12.01,40.0,1000.0,2008,12,01
18304,(선)삼치,여수,2008.12.01,330.0,1300.0,2008,12,01
18305,(선)삼치,포항,2008.12.01,310.0,1000.0,2008,12,01
18306,(선)삼치,삼천포,2008.12.01,100.0,2000.0,2008,12,01
18307,(선)삼치,여수,2008.12.01,10.0,1300.0,2008,12,01
18308,(선)삼치,부산(기장),2008.12.01,44.0,3900.0,2008,12,01
18309,(선)삼치,포항,2008.12.01,30.9,3700.0,2008,12,01
18310,(선)삼치,강구,2008.12.01,1250.0,1300.0,2008,12,01
18312,(선)삼치,남해,2008.12.01,560.0,1000.0,2008,12,01
18314,(선)삼치,삼천포,2008.12.01,1660.0,1670.0,2008,12,01
18315,(선)삼치,여수,2008.12.01,210.0,1120.0,2008,12,01
18316,(선)삼치,강구,2008.12.01,1430.0,1000.0,2008,12,01
18319,(선)삼치,강구,2008.12.01,10.0,1300.0,2008,12,01
18320,(선)삼치,여수,2008.12.01,340.0,1500.0,2008,12,01
18322,(선)삼치,여수,2008.12.02,520.0,1000.0,2008,12,02
18324,(선)삼치,강구,2008.12.02,7.8,4800.0,2008,12,02
18325,(선)삼치,포항,2008.12.02,28.3,4500.0,2008,12,02
18326,(선)삼치,남해,2008.12.02,10.0,500.0,2008,12,02
18328,(선)삼치,여수,2008.12.02,375.0,666.67,2008,12,02
18329,(선)삼치,여수,2008.12.02,50.0,2000.0,2008,12,02
18330,(선)삼치,남해,2008.12.02,10.0,1000.0,2008,12,02
18331,(선)삼치,통영,2008.12.02,120.0,1666.67,2008,12,02
18332,(선)삼치,남해,2008.12.02,345.0,800.0,2008,12,02
18333,(선)삼치,부산(기장),2008.12.02,16.7,5000.0,2008,12,02
18334,(선)삼치,남해,2008.12.02,45.0,1666.67,2008,12,02
18335,(선)삼치,남해,2008.12.02,675.0,800.0,2008,12,02
18336,(선)삼치,포항,2008.12.02,1800.0,1000.0,2008,12,02
18337,(선)삼치,통영,2008.12.02,285.1,3900.0,2008,12,02
18338,(선)삼치,강구,2008.12.02,375.0,800.0,2008,12,02
18339,(선)삼치,삼천포,2008.12.02,1245.0,1266.67,2008,12,02
18340,(선)삼치,통영,2008.12.02,105.0,1333.33,2008,12,02
18341,(냉)삼치,마산,2008.12.02,11350.0,1560.0,2008,12,02
18342,(냉)삼치,통영,2008.12.02,520.0,1500.0,2008,12,02
18343,(냉)삼치,부산(기장),2008.12.02,1035.0,2333.33,2008,12,02
18344,(냉)삼치,마산,2008.12.02,357.0,2641.18,2008,12,02
18345,(냉)삼치,통영,2008.12.02,600.0,1750.0,2008,12,02
18346,(냉)삼치,마산,2008.12.02,1050.0,1200.0,2008,12,02
18348,(선)삼치,여수,2008.12.03,140.0,1000.0,2008,12,03
18349,(선)삼치,부산(기장),2008.12.03,60.0,333.33,2008,12,03
18350,(선)삼치,삼천포,2008.12.03,197.0,3800.0,2008,12,03
18352,(선)삼치,삼천포,2008.12.03,600.0,1333.33,2008,12,03
18353,(선)삼치,삼천포,2008.12.03,405.0,1553.33,2008,12,03
18355,(선)삼치,삼천포,2008.12.03,2400.0,866.67,2008,12,03
18357,(선)삼치,남해,2008.12.03,225.0,740.0,2008,12,03
18358,(선)삼치,삼천포,2008.12.03,30.0,866.67,2008,12,03
18359,(선)삼치,부산(기장),2008.12.03,1095.0,1000.0,2008,12,03
18360,(선)삼치,부산(기장),2008.12.03,132.2,4300.0,2008,12,03
18361,(선)삼치,포항,2008.12.03,21.1,5500.0,2008,12,03
18363,(선)삼치,남해,2008.12.03,180.0,800.0,2008,12,03
18364,(선)삼치,여수,2008.12.03,150.0,333.33,2008,12,03
18365,(선)삼치,부산(기장),2008.12.03,780.0,1000.0,2008,12,03
18366,(선)삼치,포항,2008.12.03,2985.0,1000.0,2008,12,03
18367,(선)삼치,부산(기장),2008.12.03,540.0,1333.33,2008,12,03
18368,(선)삼치,부산(기장),2008.12.03,345.0,1333.33,2008,12,03
18369,(선)삼치,부산(기장),2008.12.03,525.0,1333.33,2008,12,03
18370,(냉)삼치,통영,2008.12.03,340.0,1176.47,2008,12,03
18371,(냉)삼치,통영,2008.12.03,136.0,1470.59,2008,12,03
18374,(선)삼치,강구,2008.12.04,780.0,800.0,2008,12,04
18377,(선)삼치,강구,2008.12.04,19.6,3200.0,2008,12,04
18380,(선)삼치,삼천포,2008.12.04,38.0,3500.0,2008,12,04
18383,(선)삼치,강구,2008.12.04,1860.0,1066.67,2008,12,04
18384,(선)삼치,포항,2008.12.04,2295.0,840.0,2008,12,04
18385,(선)삼치,통영,2008.12.04,60.0,533.33,2008,12,04
18386,(선)삼치,삼천포,2008.12.04,30.0,1333.33,2008,12,04
18387,(선)삼치,부산(기장),2008.12.04,18.0,277.78,2008,12,04
18388,(선)삼치,통영,2008.12.04,60.0,1666.67,2008,12,04
18389,(선)삼치,남해,2008.12.04,180.0,1200.0,2008,12,04
18390,(선)삼치,부산(기장),2008.12.04,300.0,1000.0,2008,12,04
18391,(선)삼치,부산(기장),2008.12.04,46.6,3300.0,2008,12,04
18392,(선)삼치,통영,2008.12.04,390.0,973.33,2008,12,04
18394,(선)삼치,부산(기장),2008.12.04,2754.0,888.89,2008,12,04
18396,(선)삼치,삼천포,2008.12.04,160.0,1500.0,2008,12,04
18401,(선)삼치,여수,2008.12.05,1.0,3000.0,2008,12,05
18403,(선)삼치,부산(기장),2008.12.05,300.0,866.67,2008,12,05
18404,(선)삼치,부산(기장),2008.12.05,30.0,666.67,2008,12,05
18405,(선)삼치,부산(기장),2008.12.05,30.0,2800.0,2008,12,05
18406,(선)삼치,포항,2008.12.05,270.0,1333.33,2008,12,05
18407,(선)삼치,통영,2008.12.05,45.0,666.67,2008,12,05
18408,(선)삼치,부산(기장),2008.12.05,54.0,555.56,2008,12,05
18410,(선)삼치,남해,2008.12.05,210.0,800.0,2008,12,05
18411,(선)삼치,남해,2008.12.05,150.0,800.0,2008,12,05
18412,(선)삼치,남해,2008.12.05,90.0,533.33,2008,12,05
18413,(선)삼치,부산(기장),2008.12.05,2610.0,1200.0,2008,12,05
18414,(선)삼치,부산(기장),2008.12.05,71.9,4200.0,2008,12,05
18415,(선)삼치,포항,2008.12.05,2115.0,920.0,2008,12,05
18416,(선)삼치,부산(기장),2008.12.05,160.0,2800.0,2008,12,05
18418,(선)삼치,부산(기장),2008.12.05,165.0,1000.0,2008,12,05
18419,(선)삼치,통영,2008.12.05,1125.0,1333.33,2008,12,05
18420,(선)삼치,부산(기장),2008.12.05,300.0,666.67,2008,12,05
18421,(선)삼치,남해,2008.12.05,150.0,800.0,2008,12,05
18422,(선)삼치,통영,2008.12.05,42.5,3100.0,2008,12,05
18423,(선)삼치,여수,2008.12.05,5.0,1400.0,2008,12,05
18426,(선)삼치,삼천포,2008.12.06,496.0,1512.5,2008,12,06
18427,(선)삼치,부산(기장),2008.12.06,15.0,1000.0,2008,12,06
18428,(선)삼치,통영,2008.12.06,1200.0,866.67,2008,12,06
18432,(선)삼치,삼천포,2008.12.06,270.0,3333.33,2008,12,06
18433,(선)삼치,부산(기장),2008.12.06,20.0,4000.0,2008,12,06
18434,(선)삼치,삼천포,2008.12.06,6064.0,1112.5,2008,12,06
18435,(선)삼치,여수,2008.12.06,300.0,1200.0,2008,12,06
18436,(선)삼치,여수,2008.12.06,330.0,1500.0,2008,12,06
18437,(선)삼치,여수,2008.12.06,45.0,1333.33,2008,12,06
18438,(선)삼치,부산(기장),2008.12.06,1125.0,1120.0,2008,12,06
18439,(선)삼치,남해,2008.12.06,135.0,1133.33,2008,12,06
18440,(선)삼치,부산(기장),2008.12.06,225.0,1000.0,2008,12,06
18441,(선)삼치,부산(기장),2008.12.06,1830.0,1306.67,2008,12,06
18442,(선)삼치,여수,2008.12.06,75.0,1000.0,2008,12,06
18444,(선)삼치,여수,2008.12.06,30.0,1333.33,2008,12,06
18445,(선)삼치,여수,2008.12.06,150.0,1000.0,2008,12,06
18446,(선)삼치,부산(기장),2008.12.06,1095.0,1133.33,2008,12,06
18447,(선)삼치,부산(기장),2008.12.06,2016.0,1111.11,2008,12,06
18448,(선)삼치,부산(기장),2008.12.06,30.0,1000.0,2008,12,06
18449,(선)삼치,통영,2008.12.06,432.0,3400.0,2008,12,06
18450,(선)삼치,부산(기장),2008.12.06,120.0,1000.0,2008,12,06
18451,(선)삼치,삼천포,2008.12.06,1664.0,1168.75,2008,12,06
18453,(냉)삼치,마산,2008.12.06,1500.0,2333.33,2008,12,06
18454,(냉)삼치,마산,2008.12.06,3750.0,2226.67,2008,12,06
18455,(냉)삼치,부산(기장),2008.12.06,1710.0,2000.0,2008,12,06
18456,(선)삼치,여수,2008.12.08,435.0,1000.0,2008,12,08
18459,(선)삼치,부산(기장),2008.12.08,1200.0,786.67,2008,12,08
18460,(선)삼치,남해,2008.12.08,20.0,1000.0,2008,12,08
18461,(선)삼치,부산(기장),2008.12.08,72.0,444.44,2008,12,08
18462,(선)삼치,포항,2008.12.08,900.0,800.0,2008,12,08
18463,(선)삼치,여수,2008.12.08,30.0,800.0,2008,12,08
18464,(선)삼치,부산(기장),2008.12.08,90.0,1666.67,2008,12,08
18465,(선)삼치,부산(기장),2008.12.08,36.0,555.56,2008,12,08
18466,(선)삼치,강구,2008.12.08,45.0,333.33,2008,12,08
18467,(선)삼치,여수,2008.12.08,4245.0,1066.67,2008,12,08
18468,(선)삼치,부산(기장),2008.12.08,1152.0,888.89,2008,12,08
18469,(선)삼치,삼천포,2008.12.08,900.0,1333.33,2008,12,08
18470,(선)삼치,부산(기장),2008.12.08,7935.0,920.0,2008,12,08
18471,(선)삼치,포항,2008.12.08,495.0,333.33,2008,12,08
18472,(선)삼치,여수,2008.12.08,3000.0,753.33,2008,12,08
18473,(선)삼치,부산(기장),2008.12.08,1200.0,933.33,2008,12,08
18474,(선)삼치,부산(기장),2008.12.08,45.0,466.67,2008,12,08
18475,(선)삼치,부산(기장),2008.12.08,1008.0,777.78,2008,12,08
18476,(선)삼치,통영,2008.12.08,23.0,4000.0,2008,12,08
18479,(냉)삼치,마산,2008.12.08,4624.0,1294.12,2008,12,08
18481,(선)삼치,통영,2008.12.09,79.7,4500.0,2008,12,09
18482,(선)삼치,부산(기장),2008.12.09,5346.0,594.44,2008,12,09
18483,(선)삼치,포항,2008.12.09,675.0,666.67,2008,12,09
18484,(선)삼치,삼천포,2008.12.09,1500.0,400.0,2008,12,09
18485,(선)삼치,통영,2008.12.09,4680.0,820.0,2008,12,09
18486,(선)삼치,부산(기장),2008.12.09,21.1,2200.0,2008,12,09
18487,(선)삼치,부산(기장),2008.12.09,1260.0,1180.0,2008,12,09
18490,(선)삼치,삼천포,2008.12.09,320.0,500.0,2008,12,09
18492,(냉)삼치,마산,2008.12.09,1425.0,2580.0,2008,12,09
18496,(선)삼치,여수,2008.12.10,450.0,533.33,2008,12,10
18497,(선)삼치,부산(기장),2008.12.10,15.0,866.67,2008,12,10
18498,(선)삼치,부산(기장),2008.12.10,940.0,850.0,2008,12,10
18499,(선)삼치,여수,2008.12.10,885.0,1000.0,2008,12,10
18500,(선)삼치,삼천포,2008.12.10,105.0,2666.67,2008,12,10
18501,(선)삼치,삼천포,2008.12.10,600.0,800.0,2008,12,10
18502,(선)삼치,부산(기장),2008.12.10,4365.0,1066.67,2008,12,10
18503,(선)삼치,여수,2008.12.10,450.0,2000.0,2008,12,10
18504,(선)삼치,포항,2008.12.10,660.0,680.0,2008,12,10
18505,(선)삼치,여수,2008.12.10,12.3,5000.0,2008,12,10
18506,(선)삼치,부산(기장),2008.12.10,750.0,1000.0,2008,12,10
18507,(선)삼치,통영,2008.12.10,2070.0,800.0,2008,12,10
18508,(선)삼치,부산(기장),2008.12.10,105.0,666.67,2008,12,10
18509,(선)삼치,삼천포,2008.12.10,1710.0,666.67,2008,12,10
18510,(선)삼치,부산(기장),2008.12.10,45.0,533.33,2008,12,10
18511,(선)삼치,통영,2008.12.10,128.3,4700.0,2008,12,10
18514,(냉)삼치,마산,2008.12.10,9555.0,2133.33,2008,12,10
18515,(냉)삼치,마산,2008.12.10,1500.0,2592.0,2008,12,10
18516,(냉)삼치,마산,2008.12.10,775.0,2252.0,2008,12,10
18518,(선)삼치,여수,2008.12.11,70.9,4800.0,2008,12,11
18519,(선)삼치,부산(기장),2008.12.11,750.0,666.67,2008,12,11
18520,(선)삼치,삼천포,2008.12.11,142.6,4000.0,2008,12,11
18521,(선)삼치,삼천포,2008.12.11,90.0,1533.33,2008,12,11
18522,(선)삼치,삼천포,2008.12.11,2865.0,666.67,2008,12,11
18523,(선)삼치,삼천포,2008.12.11,30.0,1000.0,2008,12,11
18524,(선)삼치,부산(기장),2008.12.11,5670.0,1033.33,2008,12,11
18525,(선)삼치,부산(기장),2008.12.11,18.2,3000.0,2008,12,11
18526,(선)삼치,삼천포,2008.12.11,2250.0,1066.67,2008,12,11
18528,(선)삼치,통영,2008.12.11,4935.0,1066.67,2008,12,11
18529,(선)삼치,부산(기장),2008.12.11,180.0,533.33,2008,12,11
18530,(선)삼치,삼천포,2008.12.11,735.0,1026.67,2008,12,11
18531,(선)삼치,삼천포,2008.12.11,2175.0,1000.0,2008,12,11
18532,(선)삼치,부산(기장),2008.12.11,3060.0,888.89,2008,12,11
18534,(선)삼치,통영,2008.12.11,416.8,3100.0,2008,12,11
18535,(선)삼치,포항,2008.12.11,490.0,1000.0,2008,12,11
18536,(냉)삼치,마산,2008.12.11,640.0,1750.0,2008,12,11
18537,(냉)삼치,부산(기장),2008.12.11,4000.0,2368.0,2008,12,11
18539,(선)삼치,부산(기장),2008.12.12,13290.0,893.33,2008,12,12
18540,(선)삼치,포항,2008.12.12,270.0,800.0,2008,12,12
18541,(선)삼치,부산(기장),2008.12.12,4500.0,1133.33,2008,12,12
18542,(선)삼치,여수,2008.12.12,210.0,466.67,2008,12,12
18543,(선)삼치,부산(기장),2008.12.12,510.0,800.0,2008,12,12
18544,(선)삼치,삼천포,2008.12.12,260.5,3500.0,2008,12,12
18546,(선)삼치,삼천포,2008.12.12,300.0,1466.67,2008,12,12
18550,(선)삼치,부산(기장),2008.12.12,960.0,1533.33,2008,12,12
18551,(선)삼치,포항,2008.12.12,705.0,666.67,2008,12,12
18554,(선)삼치,통영,2008.12.12,1665.0,800.0,2008,12,12
18555,(선)삼치,삼천포,2008.12.12,825.0,666.67,2008,12,12
18557,(선)삼치,부산(기장),2008.12.12,1800.0,944.44,2008,12,12
18558,(선)삼치,삼천포,2008.12.12,480.0,1000.0,2008,12,12
18559,(냉)삼치,마산,2008.12.12,1938.0,1764.71,2008,12,12
18560,(냉)삼치,마산,2008.12.12,3774.0,2582.35,2008,12,12
18561,(냉)삼치,마산,2008.12.12,54.0,2500.0,2008,12,12
18562,(선)삼치,삼천포,2008.12.13,10300.0,680.0,2008,12,13
18563,(선)삼치,통영,2008.12.13,20.0,250.0,2008,12,13
18565,(선)삼치,삼천포,2008.12.13,760.0,750.0,2008,12,13
18566,(선)삼치,여수,2008.12.13,1140.0,280.0,2008,12,13
18567,(선)삼치,부산(기장),2008.12.13,10.5,4000.0,2008,12,13
18568,(선)삼치,부산(기장),2008.12.13,1320.0,570.0,2008,12,13
18569,(선)삼치,삼천포,2008.12.13,140.0,750.0,2008,12,13
18570,(선)삼치,부산(기장),2008.12.13,4420.0,870.0,2008,12,13
18572,(선)삼치,포항,2008.12.13,360.0,565.0,2008,12,13
18573,(냉)삼치,마산,2008.12.13,578.0,2588.24,2008,12,13
18574,(냉)삼치,부산(기장),2008.12.13,2500.0,2280.0,2008,12,13
18575,(선)삼치,여수,2008.12.15,44.5,4400.0,2008,12,15
18576,(선)삼치,포항,2008.12.15,120.0,500.0,2008,12,15
18578,(선)삼치,삼천포,2008.12.15,1760.0,650.0,2008,12,15
18579,(선)삼치,삼천포,2008.12.15,236.5,3600.0,2008,12,15
18580,(선)삼치,부산(기장),2008.12.15,13060.0,795.0,2008,12,15
18583,(선)삼치,부산(기장),2008.12.15,300.0,500.0,2008,12,15
18584,(선)삼치,삼천포,2008.12.15,4580.0,550.0,2008,12,15
18585,(선)삼치,부산(기장),2008.12.15,400.0,750.0,2008,12,15
18586,(선)삼치,부산(기장),2008.12.15,2000.0,650.0,2008,12,15
18587,(선)삼치,부산(기장),2008.12.15,33.9,3800.0,2008,12,15
18589,(선)삼치,통영,2008.12.15,975.0,1000.0,2008,12,15
18590,(선)삼치,부산(기장),2008.12.15,3960.0,1000.0,2008,12,15
18592,(냉)삼치,마산,2008.12.15,4250.0,1941.18,2008,12,15
18593,(선)삼치,여수,2008.12.16,700.0,400.0,2008,12,16
18594,(선)삼치,통영,2008.12.16,227.8,5100.0,2008,12,16
18596,(선)삼치,부산(기장),2008.12.16,32.6,2700.0,2008,12,16
18597,(선)삼치,부산(기장),2008.12.16,2600.0,525.0,2008,12,16
18598,(선)삼치,부산(기장),2008.12.16,3860.0,700.0,2008,12,16
18599,(선)삼치,삼천포,2008.12.16,2300.0,520.0,2008,12,16
18600,(선)삼치,여수,2008.12.16,300.0,400.0,2008,12,16
18601,(선)삼치,부산(기장),2008.12.16,3400.0,850.0,2008,12,16
18602,(선)삼치,삼천포,2008.12.16,13.4,4500.0,2008,12,16
18604,(선)삼치,통영,2008.12.17,1000.0,700.0,2008,12,17
18605,(선)삼치,통영,2008.12.17,59.0,4900.0,2008,12,17
18606,(선)삼치,부산(기장),2008.12.17,1800.0,650.0,2008,12,17
18607,(선)삼치,부산(기장),2008.12.17,600.0,500.0,2008,12,17
18608,(선)삼치,삼천포,2008.12.17,280.0,895.0,2008,12,17
18609,(선)삼치,부산(기장),2008.12.17,4400.0,770.0,2008,12,17
18610,(선)삼치,삼천포,2008.12.17,203.5,5000.0,2008,12,17
18611,(선)삼치,삼천포,2008.12.17,5020.0,695.0,2008,12,17
